model,label,dcc_level,crash_level,lookahead,n_days,n_signals,signal_rate_pct,n_events,event_rate_pct,tp,precision,recall,f1,random_precision,edge_pp,lead_med_days,fp_rate_pct,dcc_level_name,crash_level_name
v2,OOS (2023-2024),1,-0.015,1,502,168,33.5,16,3.2,5,0.03,0.312,0.054,0.032,-0.2,1.0,97.0,any,L1
v2,OOS (2023-2024),1,-0.015,3,502,168,33.5,16,3.2,13,0.077,0.375,0.128,0.032,4.6,4.0,92.3,any,L1
v2,OOS (2023-2024),1,-0.015,5,502,168,33.5,16,3.2,20,0.119,0.438,0.187,0.032,8.7,5.0,88.1,any,L1
v2,OOS (2023-2024),1,-0.03,1,502,168,33.5,0,0.0,0,0.0,,,0.0,0.0,,100.0,any,L2
v2,OOS (2023-2024),1,-0.03,3,502,168,33.5,0,0.0,0,0.0,,,0.0,0.0,,100.0,any,L2
v2,OOS (2023-2024),1,-0.03,5,502,168,33.5,0,0.0,0,0.0,,,0.0,0.0,,100.0,any,L2
v2,OOS (2023-2024),2,-0.015,1,502,21,4.2,16,3.2,0,0.0,0.0,,0.032,-3.2,,100.0,spike,L1
v2,OOS (2023-2024),2,-0.015,3,502,21,4.2,16,3.2,0,0.0,0.0,,0.032,-3.2,,100.0,spike,L1
v2,OOS (2023-2024),2,-0.015,5,502,21,4.2,16,3.2,1,0.048,0.062,0.054,0.032,1.6,8.0,95.2,spike,L1
v2,OOS (2023-2024),2,-0.03,1,502,21,4.2,0,0.0,0,0.0,,,0.0,0.0,,100.0,spike,L2
v2,OOS (2023-2024),2,-0.03,3,502,21,4.2,0,0.0,0,0.0,,,0.0,0.0,,100.0,spike,L2
v2,OOS (2023-2024),2,-0.03,5,502,21,4.2,0,0.0,0,0.0,,,0.0,0.0,,100.0,spike,L2
v2,OOS (2023-2024),3,-0.015,1,502,7,1.4,16,3.2,0,0.0,0.0,,0.032,-3.2,,100.0,extreme,L1
v2,OOS (2023-2024),3,-0.015,3,502,7,1.4,16,3.2,0,0.0,0.0,,0.032,-3.2,,100.0,extreme,L1
v2,OOS (2023-2024),3,-0.015,5,502,7,1.4,16,3.2,0,0.0,0.0,,0.032,-3.2,,100.0,extreme,L1
v2,OOS (2023-2024),3,-0.03,1,502,7,1.4,0,0.0,0,0.0,,,0.0,0.0,,100.0,extreme,L2
v2,OOS (2023-2024),3,-0.03,3,502,7,1.4,0,0.0,0,0.0,,,0.0,0.0,,100.0,extreme,L2
v2,OOS (2023-2024),3,-0.03,5,502,7,1.4,0,0.0,0,0.0,,,0.0,0.0,,100.0,extreme,L2
v2,FWD (2025-present),1,-0.015,1,357,186,52.1,24,6.7,10,0.054,0.417,0.095,0.067,-1.3,1.0,94.6,any,L1
v2,FWD (2025-present),1,-0.015,3,357,186,52.1,24,6.7,26,0.14,0.458,0.214,0.067,7.3,2.0,86.0,any,L1
v2,FWD (2025-present),1,-0.015,5,357,186,52.1,24,6.7,36,0.194,0.5,0.279,0.067,12.6,3.0,80.6,any,L1
v2,FWD (2025-present),1,-0.03,1,357,186,52.1,3,0.8,1,0.005,0.333,0.011,0.008,-0.3,1.0,99.5,any,L2
v2,FWD (2025-present),1,-0.03,3,357,186,52.1,3,0.8,3,0.016,0.333,0.031,0.008,0.8,2.0,98.4,any,L2
v2,FWD (2025-present),1,-0.03,5,357,186,52.1,3,0.8,3,0.016,0.333,0.031,0.008,0.8,2.0,98.4,any,L2
v2,FWD (2025-present),2,-0.015,1,357,102,28.6,24,6.7,6,0.059,0.25,0.095,0.067,-0.8,1.0,94.1,spike,L1
v2,FWD (2025-present),2,-0.015,3,357,102,28.6,24,6.7,15,0.147,0.375,0.211,0.067,8.0,2.0,85.3,spike,L1
v2,FWD (2025-present),2,-0.015,5,357,102,28.6,24,6.7,20,0.196,0.375,0.258,0.067,12.9,3.0,80.4,spike,L1
v2,FWD (2025-present),2,-0.03,1,357,102,28.6,3,0.8,1,0.01,0.333,0.019,0.008,0.1,1.0,99.0,spike,L2
v2,FWD (2025-present),2,-0.03,3,357,102,28.6,3,0.8,3,0.029,0.333,0.054,0.008,2.1,2.0,97.1,spike,L2
v2,FWD (2025-present),2,-0.03,5,357,102,28.6,3,0.8,3,0.029,0.333,0.054,0.008,2.1,2.0,97.1,spike,L2
v2,FWD (2025-present),3,-0.015,1,357,52,14.6,24,6.7,5,0.096,0.208,0.132,0.067,2.9,1.0,90.4,extreme,L1
v2,FWD (2025-present),3,-0.015,3,357,52,14.6,24,6.7,11,0.212,0.25,0.229,0.067,14.4,2.0,78.8,extreme,L1
v2,FWD (2025-present),3,-0.015,5,357,52,14.6,24,6.7,14,0.269,0.25,0.259,0.067,20.2,3.0,73.1,extreme,L1
v2,FWD (2025-present),3,-0.03,1,357,52,14.6,3,0.8,1,0.019,0.333,0.036,0.008,1.1,1.0,98.1,extreme,L2
v2,FWD (2025-present),3,-0.03,3,357,52,14.6,3,0.8,2,0.038,0.333,0.069,0.008,3.0,1.5,96.2,extreme,L2
v2,FWD (2025-present),3,-0.03,5,357,52,14.6,3,0.8,2,0.038,0.333,0.069,0.008,3.0,1.5,96.2,extreme,L2
