symbol,side,entry_time,entry,exit_time,exit,exit_reason,net_bps
SPY,long,2018-12-27,216.998177732737,2019-01-04,225.6619515710675,target,393.2556033812011
SPY,short,2018-09-24,259.11377269620436,2018-10-03,260.75556029512035,stop,-69.36164927986499
QQQ,long,2018-10-09,170.59171419407338,2018-10-10,168.28421447682484,stop,-141.26446628136958
QQQ,long,2018-12-27,143.57222015706,2019-01-07,150.63593680627355,target,485.99745197826104
JPM,short,2018-09-24,94.7610180129243,2018-09-26,92.88491955297611,target,191.98209213965023
BAC,long,2018-09-20,25.98428280805095,2018-09-24,25.630200167853534,stop,-142.2680058607224
BAC,long,2018-10-15,23.65151214343713,2018-10-15,23.14817612257234,stop,-218.8134631782752
BAC,long,2018-12-07,21.830238938665467,2018-12-07,21.165232920509386,stop,-310.6260831246472
BAC,short,2018-09-21,26.017493286680722,2018-09-24,25.49139708156317,target,196.20864451491073
GS,long,2018-12-27,134.73210063746592,2019-01-02,142.73328856264737,target,587.8590645677589
MS,long,2018-12-07,33.75625012023432,2018-12-07,32.58309291196731,stop,-353.537775697363
MS,short,2018-09-21,39.45192556771968,2018-09-24,38.44735158948741,target,248.63243270798074
MA,long,2018-10-10,200.2923522160246,2018-10-10,196.47002467612364,stop,-196.83741828436862
MA,long,2018-11-21,180.39991908878167,2018-11-28,190.2696584703664,target,541.103315313986
MA,short,2018-09-24,210.6500530973875,2018-09-26,213.87519528293183,stop,-159.10426644199683
XOM,long,2018-10-24,56.531742601621616,2018-10-24,55.55705087755701,stop,-178.41494410197956
XOM,long,2018-12-27,48.27506304083378,2019-01-04,50.75339500473209,target,507.377261009893
CVX,long,2018-12-07,84.85163935791098,2018-12-10,82.64835473466199,stop,-265.66317680149456
UNH,short,2018-10-11,229.78096207284054,2018-10-11,224.9796265064474,target,202.95271405779513
LLY,short,2018-09-18,95.51224933675985,2018-09-26,96.78685394092966,stop,-139.4493337787257
LLY,short,2018-10-09,103.83019584881703,2018-10-11,101.35949301507131,target,231.95609875793878
PFE,long,2018-10-15,28.86246510080063,2018-10-19,29.636533482955546,target,262.1920547851768
PFE,long,2018-10-26,28.465733426795754,2018-10-30,27.738381610045295,stop,-261.51838269720406
PFE,long,2019-01-30,27.166165269323415,2019-01-31,28.158692183670627,target,359.35407353499136
PFE,short,2018-08-03,26.197734845879804,2018-08-03,26.542951036205316,stop,-137.7732973313923
PFE,short,2018-10-11,29.331922380776373,2018-10-11,28.70362717129473,target,208.20185193637863
MRK,long,2018-10-26,52.452862102049096,2018-10-29,54.21048824618755,target,329.08679482902704
MRK,short,2018-09-24,53.31742893064005,2018-10-01,53.97647206454506,stop,-129.60744828156413
MRK,short,2018-10-11,52.90395376822639,2018-10-11,51.679925798518816,target,225.36795693381785
WMT,short,2018-10-19,28.553447858287857,2018-10-19,29.02087456971673,stop,-169.70237098816798
COST,long,2018-10-09,201.8875916671067,2018-10-18,207.18141427897814,target,256.2163436671454
HD,short,2018-08-23,163.7048712011034,2018-08-24,165.84506074721133,stop,-136.73462813936843
DIS,short,2018-08-08,110.16114817412583,2018-08-09,107.44106724917476,target,240.91835279817332
DIS,short,2018-11-12,112.1571566402996,2018-11-20,107.89898187682945,target,373.6614403418397
MCD,long,2018-08-03,129.09693693044272,2018-08-09,132.02315460366907,target,220.66824967373157
MCD,short,2018-10-23,142.83474721747518,2018-10-23,145.0421942058595,stop,-160.5455172069099
MCD,short,2019-01-31,151.31269706139858,2019-02-07,147.06179841939175,target,274.9346951420699
CRM,long,2018-10-31,132.6254992067936,2018-11-13,126.84504045924253,stop,-441.8482178859135
CRM,long,2018-11-21,122.08781646368473,2018-11-28,136.12496004066574,target,1143.7579351954746
CRM,short,2018-08-28,149.4445335436467,2018-09-05,144.86015403965163,target,300.7612709069867
ORCL,long,2018-09-10,42.67489129752484,2018-09-10,43.48716223799258,target,184.33931095563173
ORCL,long,2018-09-19,43.492828263132736,2018-09-20,44.53642750816241,target,233.94743195725698
ORCL,short,2018-09-18,42.2392536894437,2018-09-18,42.839415834049454,stop,-148.08635148204473
AVGO,long,2018-12-07,19.118477762207554,2018-12-07,18.426798790516138,stop,-367.7855878979515
AVGO,short,2018-09-07,18.177402428123674,2018-09-07,18.556936135262276,stop,-214.79424804470136
AVGO,short,2018-09-12,18.493601060823657,2018-09-13,19.0015377028312,stop,-280.65534718575935
MU,long,2018-09-12,40.21466371297084,2018-09-13,43.00294097178115,target,687.3483961749465
NFLX,long,2018-08-21,33.099998474121094,2018-08-23,34.86785158717055,target,528.0946207087094
NFLX,long,2018-10-31,29.777000427246094,2018-11-07,32.67272430235757,target,966.4699713077479
NFLX,short,2018-08-28,36.722999572753906,2018-09-05,34.8358572943829,target,507.8856575787853
IWM,long,2018-10-04,150.22631937610677,2018-10-04,148.58086959461528,stop,-115.53139159137204
IWM,long,2018-12-07,133.60920771044061,2018-12-07,130.65849642270499,stop,-226.84640260201516
XLF,long,2018-12-07,22.043175102848195,2018-12-10,21.537900468340823,stop,-235.22044222299266
XLF,short,2018-09-24,24.779146018956766,2018-09-26,24.404481899637616,target,145.201384838896
AAPL,long,2019-05-13,44.90063515299241,2019-05-13,43.765600667281966,stop,-258.7880689979056
AAPL,short,2019-03-25,45.63388456100003,2019-04-03,46.530612763287756,stop,-202.50490220464167
AAPL,short,2019-05-02,50.00162852825814,2019-05-07,48.08152542300832,target,378.00811368867306
AAPL,short,2019-08-01,51.16535872118057,2019-08-01,52.05717712941851,stop,-180.30121287682175
MSFT,short,2019-04-25,121.66812088379604,2019-05-02,118.81546480184011,target,228.46208104754618
MSFT,short,2019-07-22,129.0196785121421,2019-07-23,131.22619962991078,stop,-177.02205982950426
NVDA,long,2019-04-29,4.422305747924848,2019-05-07,4.281686678058059,stop,-323.97681544921244
NVDA,long,2019-05-10,4.187816148860922,2019-05-13,4.0389650016398715,stop,-361.43859121307753
NVDA,short,2019-03-25,4.359099051390916,2019-04-01,4.542524289975378,stop,-426.78703975752643
NVDA,short,2019-07-02,4.106983918882038,2019-07-16,4.146191596984863,time,-101.46586711130401
AMZN,short,2019-07-12,100.41349792480469,2019-07-25,98.69100189208984,time,165.54028774146957
META,long,2019-06-05,166.02205881437155,2019-06-11,176.92631863658414,target,650.7958438826848
META,short,2019-04-04,174.4877166748047,2019-04-15,178.48600662724309,stop,-235.14449387231528
META,short,2019-04-26,190.82424611073804,2019-04-30,194.84384058060692,stop,-216.64380191688326
META,short,2019-06-19,185.37214411465936,2019-06-24,190.74495993412827,stop,-295.83943866699
META,short,2019-07-26,198.44731105393143,2019-08-02,189.07883822295165,target,466.08867589209837
GOOGL,short,2019-07-29,61.57896791155889,2019-08-02,59.04831920694403,target,404.9599089496652
TSLA,long,2019-04-30,16.137332916259766,2019-05-01,15.455137213284532,stop,-428.74377464683874
TSLA,long,2019-05-22,13.273332595825195,2019-05-23,12.567878388143528,stop,-537.4823557601134
TSLA,short,2019-07-05,15.637999534606934,2019-07-12,16.25009284652261,stop,-397.41407477415015
AMD,long,2019-05-03,28.299999237060547,2019-05-06,26.719999313354492,stop,-564.3038750181136
AMD,short,2019-03-21,25.780000686645508,2019-03-21,26.846140317239307,stop,-419.55298766383663
AMD,short,2019-06-04,28.389999389648438,2019-06-05,29.93000030517578,stop,-548.4448568635265
SPY,long,2019-05-10,256.63536824121263,2019-05-10,254.05125611325062,stop,-106.69197186933332
QQQ,long,2019-05-10,176.10689430924106,2019-05-10,173.74733084520224,stop,-139.98472974575637
JPM,short,2019-08-02,93.17851030168063,2019-08-05,90.21428824093407,target,312.122928897383
BAC,short,2019-03-18,24.651890458237247,2019-03-18,25.078377649496552,stop,-179.0038481153473
BAC,short,2019-08-01,25.772117609021798,2019-08-01,24.87700436970947,target,341.3184675360097
GS,long,2019-05-24,162.96167801044172,2019-05-29,159.32560457316785,stop,-229.1244475183225
GS,short,2019-04-15,172.4408228995637,2019-04-17,175.81791409377118,stop,-201.84058678346895
MS,short,2019-07-01,35.95215877641574,2019-07-15,35.823150634765625,time,29.883281015867126
MA,short,2019-05-02,237.61263543764983,2019-05-15,239.13873291015625,time,-70.22627608567933
XOM,long,2019-04-29,57.73161327055451,2019-05-01,56.836939315988,stop,-160.97123740050301
XOM,short,2019-04-15,58.2864401932502,2019-04-22,59.101035847324006,stop,-145.75731771797894
COP,short,2019-06-21,47.407062957843856,2019-06-26,48.38629055858838,stop,-212.55732282240047
LLY,long,2019-07-15,99.2825186690758,2019-07-26,99.25499725341797,time,-8.772030366147149
LLY,short,2019-02-06,107.59897463900658,2019-02-08,109.88187658930099,stop,-218.16763058881537
LLY,short,2019-03-14,113.93449831828899,2019-03-20,116.56546894645678,stop,-236.91957809107777
JNJ,short,2019-03-01,112.2243477843358,2019-03-04,113.69681532761922,stop,-137.20749394891496
JNJ,short,2019-04-17,113.68003624568148,2019-04-23,115.0354920552802,stop,-125.23428724717854
PFE,long,2019-04-22,26.233889364325314,2019-04-30,27.2962228722618,target,398.94701078564566
PFE,short,2019-05-29,28.27711278009468,2019-06-04,28.80603306638339,stop,-193.04890078488967
WMT,short,2019-02-20,30.446777800196465,2019-02-26,29.391151238810423,target,340.7120784713151
WMT,short,2019-05-17,30.298664435105326,2019-05-22,30.82546958710346,stop,-179.87075035154132
WMT,short,2019-05-29,30.86387051264879,2019-06-05,31.350546021647073,stop,-163.68453564462436
COST,long,2019-06-03,217.64950262908945,2019-06-05,225.18422537431752,target,340.18607689026027
COST,short,2019-02-04,190.22457779789136,2019-02-14,194.11170473419895,stop,-210.3440958737497
DIS,long,2019-03-21,105.46005868046517,2019-03-21,103.80711034839568,stop,-162.7369061568391
DIS,short,2019-02-07,106.37001486681184,2019-02-19,108.15163614507743,stop,-173.4928108731022
DIS,short,2019-06-19,133.63063445538586,2019-06-20,136.06614055779585,stop,-188.2565695610101
NKE,long,2019-03-26,75.35265168080815,2019-04-08,76.3437728881836,time,125.53103245441278
NKE,long,2019-05-07,74.80303223571302,2019-05-09,73.56328046581231,stop,-171.73549665662046
NKE,long,2019-06-04,71.65007569089228,2019-06-05,74.61923264333159,target,408.3969038146777
MCD,short,2019-06-11,171.9049175434666,2019-06-12,174.18842414529365,stop,-138.83544382897804
MCD,short,2019-07-29,183.54645353099588,2019-07-31,179.16904972099152,target,232.49024188664748
CRM,long,2019-05-10,153.62227080833586,2019-05-15,149.90050008539714,stop,-248.26765451098697
CRM,long,2019-06-05,154.47745886192283,2019-06-10,149.88707148851955,stop,-303.1558055927315
CRM,short,2019-03-05,157.2003658030423,2019-03-08,149.23785396442807,target,500.5199306591017
ORCL,long,2019-03-18,47.38072671520798,2019-03-29,48.13349533081055,time,152.8765449139795
ORCL,short,2019-03-15,46.06334184475701,2019-03-15,46.74085398300524,stop,-153.08271504303428
ORCL,short,2019-03-21,47.165628614675164,2019-03-21,48.019182213080946,stop,-186.96941002927912
ADBE,long,2019-03-18,257.1099853515625,2019-03-29,266.489990234375,time,358.8246049248782
ADBE,long,2019-06-05,272.7799987792969,2019-06-18,276.7799987792969,time,140.63831724833986
ADBE,short,2019-03-01,265.75,2019-03-04,255.2701576640713,target,388.34966456928345
ADBE,short,2019-03-14,265.260009765625,2019-03-15,253.8691285814309,target,423.4232362525618
ADBE,short,2019-04-30,286.1000061035156,2019-05-07,275.7832922383735,target,354.5981700472016
ADBE,short,2019-06-24,300.0,2019-07-08,302.9200134277344,time,-103.33378092448008
AVGO,short,2019-03-18,23.957390625757153,2019-03-19,24.592173578854467,stop,-270.96331049294054
QCOM,long,2019-05-24,58.28190617726114,2019-05-28,55.35051105204156,stop,-508.96829968187853
QCOM,short,2019-07-18,63.96825212988625,2019-07-31,62.42387008666992,time,235.42945786301829
MU,long,2019-05-13,36.431126997279286,2019-05-17,35.04959666115734,stop,-385.2170185196642
MU,short,2019-07-01,40.13665208206665,2019-07-10,41.67408766110383,stop,-389.05027930421784
INTC,short,2019-04-18,50.847345324424076,2019-04-26,45.676874942953546,target,1010.8614208826632
INTC,short,2019-07-29,44.90222748237182,2019-08-02,42.77606235688043,target,467.5099447630076
NFLX,short,2019-05-02,37.79999923706055,2019-05-09,35.74147349412398,target,538.5835408690458
NFLX,short,2019-06-11,35.5,2019-06-20,36.590999603271484,stop,-313.32383190746003
IWM,short,2019-08-01,143.81652441792045,2019-08-02,139.996192179797,target,259.6393104746324
XLF,short,2019-03-04,23.24014507959481,2019-03-07,22.636866080037127,target,253.5848681200241
MSFT,short,2019-09-23,131.16386880905182,2019-10-02,127.60199899170703,target,265.55876459622806
NVDA,long,2019-12-04,5.245642777243694,2019-12-12,5.465369152695419,target,412.87407279223686
NVDA,short,2019-10-08,4.487128752025181,2019-10-11,4.630457031874789,stop,-325.4209209729482
AMZN,long,2019-10-28,87.40299987792969,2019-11-04,90.05049896240234,target,296.9071185394394
AMZN,short,2020-02-03,100.52999877929688,2020-02-04,102.50352675870487,stop,-202.31234490917083
META,long,2019-09-26,179.75149517282722,2019-09-27,175.55025168857352,stop,-239.72509253479558
META,long,2020-01-31,206.61560668606103,2020-01-31,201.84745270452783,stop,-236.7741442193234
META,short,2019-09-23,187.69176244752776,2019-09-24,182.05874936793114,target,294.12042117039783
META,short,2019-10-23,180.42559562226924,2019-10-24,184.88808768912608,stop,-253.3314305249308
META,short,2019-11-01,191.17122311261366,2019-11-14,191.46861267089844,time,-21.556188501739676
META,short,2019-12-13,194.69030084143077,2019-12-18,198.3482039217021,stop,-193.88316954990947
TSLA,short,2020-01-23,37.616668701171875,2020-01-29,39.06458080477599,stop,-390.9123682658839
AMD,long,2020-01-30,46.4900016784668,2020-02-04,49.209999084472656,target,579.071479415693
AMD,short,2019-11-06,36.060001373291016,2019-11-13,37.16841245475982,stop,-313.3796559225261
AMD,short,2019-12-16,41.72999954223633,2019-12-17,42.99534232414169,stop,-309.22137449933615
AMD,short,2020-01-27,48.45000076293945,2020-01-28,50.029998779296875,stop,-332.1089765690994
QQQ,long,2019-08-07,173.77370267883296,2019-08-08,178.0660970323503,target,241.01058257649677
QQQ,short,2019-12-23,204.08419889375398,2019-12-26,205.74103238323912,stop,-87.18382013238002
JPM,short,2020-01-15,115.93129416866786,2020-01-23,113.61649083299868,target,193.67027473197896
BAC,long,2019-08-08,23.7137182271548,2019-08-14,22.726701454288172,stop,-422.2218524366146
BAC,long,2020-01-16,29.79764533727816,2020-01-21,29.365096454381714,stop,-151.16210190451127
BAC,short,2019-10-17,25.72969214357743,2019-10-21,26.32935751408166,stop,-239.06356219031431
BAC,short,2020-01-15,29.68665270553622,2020-01-23,29.084464120280515,target,196.84826020260715
GS,short,2019-12-17,197.5220386033181,2019-12-31,197.4619140625,time,-2.9560591191120036
GS,short,2020-01-08,202.40002150648402,2020-01-08,205.24690300325307,stop,-146.65618548750214
